2025-04-29 07:36:13,441 - INFO - 2025-04-29 07:36:13.441891: Status da tarefa bpa: completed
2025-04-29 07:38:06,560 - INFO - ✅ CEP 07401680 atualizado: Zencuro Tamada, Vila Pilar (IBGE: 350390)
2025-04-29 07:38:08,228 - INFO - ✅ CEP 07404455 atualizado para 07402850: Recife, Jardim Real (IBGE: 350390)
2025-04-29 07:38:10,009 - INFO - ✅ CEP 07417255 atualizado: Maria Helena do Carmo Milanda, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:10,507 - INFO - ✅ CEP 07417445 atualizado: Sada João Fernandes, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:10,923 - INFO - ✅ CEP 07400200 atualizado: Luiz Abrahão, Jardim Vitória (IBGE: 350390)
2025-04-29 07:38:11,303 - INFO - ✅ CEP 07401360 atualizado: Albuquerque Lins, Vila Riman (IBGE: 350390)
2025-04-29 07:38:11,669 - INFO - ✅ CEP 07435320 atualizado: das Quaresmeiras, Arujá Country Club (IBGE: 350390)
2025-04-29 07:38:12,037 - INFO - ✅ CEP 07401735 atualizado: Pedro de Alcântara, Vila Pilar (IBGE: 350390)
2025-04-29 07:38:12,377 - INFO - ✅ CEP 07175130 atualizado: Cordeiros, Vila Nova Bonsucesso (IBGE: 351880)
2025-04-29 07:38:12,828 - INFO - ✅ CEP 07400460 atualizado: dos Expedicionários, Jardim Rincão (IBGE: 350390)
2025-04-29 07:38:13,437 - INFO - ✅ CEP 07428000 atualizado: de Nossa Senhora Lourdes, Nossa Senhora Do Carmo (IBGE: 350390)
2025-04-29 07:38:14,183 - INFO - ✅ CEP 07407345 atualizado: Comendador José Alcides da Silva, Jardim Arujá (IBGE: 350390)
2025-04-29 07:38:14,584 - INFO - ✅ CEP 07417485 atualizado: Iraci Souza da Rocha, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:14,950 - INFO - ✅ CEP 07411145 atualizado: São José, Jordanópolis (IBGE: 350390)
2025-04-29 07:38:15,299 - INFO - ✅ CEP 07405420 atualizado: Bem-te-vi, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:38:15,709 - INFO - ✅ CEP 07417570 atualizado: Benjamin Barbosa, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:17,449 - INFO - ✅ CEP 07406406 atualizado para 07405460: Arapongas, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:38:17,855 - INFO - ✅ CEP 07404175 atualizado: Serra da Mata da Corda, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:38:18,176 - INFO - ✅ CEP 07405415 atualizado: Macuco, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:38:18,489 - INFO - ✅ CEP 07434505 atualizado: Panorâmica, Arujázinho Iv (IBGE: 350390)
2025-04-29 07:38:18,987 - INFO - ✅ CEP 07403060 atualizado: Agenor Ferreira de Souza, Arujamérica (IBGE: 350390)
2025-04-29 07:38:20,814 - INFO - ✅ CEP 07460260 atualizado para 07417260: Serafim Antonio Domingos, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:21,090 - INFO - ✅ CEP 08690190 atualizado: Hélio Guimarães Lanzas, Cidade Miguel Badra (IBGE: 355250)
2025-04-29 07:38:21,454 - INFO - ✅ CEP 07411165 atualizado: São Judas Tadeu, Jordanópolis (IBGE: 350390)
2025-04-29 07:38:21,812 - INFO - ✅ CEP 07437015 atualizado: Jabuticabal, Parque Dos Jacarandás (IBGE: 350390)
2025-04-29 07:38:22,217 - INFO - ✅ CEP 07401790 atualizado: dos Expedicionários, Vila Pilar (IBGE: 350390)
2025-04-29 07:38:22,534 - INFO - ✅ CEP 07400280 atualizado: São Bento, Jardim Ângelo (IBGE: 350390)
2025-04-29 07:38:26,671 - INFO - ✅ CEP 07404025 atualizado: Serra Oriental, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:38:26,999 - INFO - ✅ CEP 07417530 atualizado: Cícera Maria Rodrigues, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:27,271 - INFO - ✅ CEP 07436780 atualizado: Francisco Cesário da Silva, Jardim São Jorge (IBGE: 350390)
2025-04-29 07:38:27,606 - INFO - ✅ CEP 07404010 atualizado: Benedito Barbosa Coutinho, Gleba D Arujamérica (IBGE: 350390)
2025-04-29 07:38:27,935 - INFO - ✅ CEP 07414750 atualizado: Manuel Tavares da Silva, Fontes (IBGE: 350390)
2025-04-29 07:38:28,203 - INFO - ✅ CEP 07432121 atualizado: Regina Célia Gomes Alvarenga, Cdhu Fazenda Albor (IBGE: 350390)
2025-04-29 07:38:28,498 - INFO - ✅ CEP 08590725 atualizado: da Conquista, Jardim Lucinda (IBGE: 352310)
2025-04-29 07:38:28,859 - INFO - ✅ CEP 07417165 atualizado: Adelino Pereira da Silva, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:33,492 - INFO - ✅ CEP 07402050 atualizado: Adelino Lopes Gonçalves, Barbosas (IBGE: 350390)
2025-04-29 07:38:33,781 - INFO - ✅ CEP 07403000 atualizado: Hans Ossamu Suzuki, Arujamérica (IBGE: 350390)
2025-04-29 07:38:34,051 - INFO - ✅ CEP 07431285 atualizado: Topázio, Jardim Jóia (IBGE: 350390)
2025-04-29 07:38:34,331 - INFO - ✅ CEP 07405475 atualizado: Sabiá, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:38:34,559 - INFO - ✅ CEP 07432075 atualizado: Dady, Jardim Emília (IBGE: 350390)
2025-04-29 07:38:34,799 - INFO - ✅ CEP 07404105 atualizado: Serra do Botucatu, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:38:35,051 - INFO - ✅ CEP 07417105 atualizado: Alexandre Ribeiro, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:35,371 - INFO - ✅ CEP 07401330 atualizado: Prestes Maia, Vila Riman (IBGE: 350390)
2025-04-29 07:38:35,606 - INFO - ✅ CEP 07401080 atualizado: Othelo Meleckcevisks, Arujá Center Ville (IBGE: 350390)
2025-04-29 07:38:35,844 - INFO - ✅ CEP 07401005 atualizado: Benedito Miguel de Moura, Parque Judith (IBGE: 350390)
2025-04-29 07:38:36,093 - INFO - ✅ CEP 07435720 atualizado: das Camélias, Arujázinho I, Ii E Iii (IBGE: 350390)
2025-04-29 07:38:36,345 - INFO - ✅ CEP 07417525 atualizado: Benedita Leopoldina de Almeida, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:37,740 - INFO - ✅ CEP 07400797 atualizado para 07400795: Benjamin de Jesus Rodrigues, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:38:37,956 - INFO - ✅ CEP 07401115 atualizado: Guilherme Marchini, Arujá Center Ville (IBGE: 350390)
2025-04-29 07:38:38,300 - INFO - ✅ CEP 07404020 atualizado: dos Fernandes, Mirante do Arujá (IBGE: 350390)
2025-04-29 07:38:38,545 - INFO - ✅ CEP 07401695 atualizado: Firmina Maiolino Ribeiro, Vila Pilar (IBGE: 350390)
2025-04-29 07:38:38,784 - INFO - ✅ CEP 07417585 atualizado: Joaquim Ferreira Rodrigues, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:39,115 - INFO - ✅ CEP 07412010 atualizado: P.L. do Brasil, Portão (IBGE: 350390)
2025-04-29 07:38:39,337 - INFO - ✅ CEP 07114170 atualizado: Maria José Bellegarde Santoni, Parque Renato Maia (IBGE: 351880)
2025-04-29 07:38:40,708 - INFO - ✅ CEP 07451013 atualizado para 07414750: Manuel Tavares da Silva, Fontes (IBGE: 350390)
2025-04-29 07:38:40,957 - INFO - ✅ CEP 07405470 atualizado: Pelicano, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:38:41,208 - INFO - ✅ CEP 07439000 atualizado: Linhita, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:38:41,447 - INFO - ✅ CEP 07400575 atualizado: Rodrigues Alves, Centro (IBGE: 350390)
2025-04-29 07:38:41,674 - INFO - ✅ CEP 07417450 atualizado: Rodrigo Mendes Barreto, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:41,905 - INFO - ✅ CEP 07400445 atualizado: Marechal Castelo Branco, Jardim Rincão (IBGE: 350390)
2025-04-29 07:38:42,241 - INFO - ✅ CEP 07432595 atualizado: Keitome Hosoe, Jardim Das Cerejeiras (IBGE: 350390)
2025-04-29 07:38:42,639 - INFO - ✅ CEP 07417240 atualizado: Benedito Norte, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:43,108 - INFO - ✅ CEP 07411355 atualizado: Crisântemos, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:38:43,504 - INFO - ✅ CEP 07400990 atualizado: Esmera Maria Rodrigues, 1369 - Bairro do Correia,  (IBGE: 350390)
2025-04-29 07:38:43,836 - INFO - ✅ CEP 07432450 atualizado: dos Coqueiros, Recanto Primavera (IBGE: 350390)
2025-04-29 07:38:44,108 - INFO - ✅ CEP 07411430 atualizado: São Lucas, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:38:44,359 - INFO - ✅ CEP 07402180 atualizado: Mato Grosso, Jardim Planalto (IBGE: 350390)
2025-04-29 07:38:44,719 - INFO - ✅ CEP 07411170 atualizado: Santo Antonio, Jordanópolis (IBGE: 350390)
2025-04-29 07:38:44,985 - INFO - ✅ CEP 07403055 atualizado: Benedito Branco de Moraes, Arujamérica (IBGE: 350390)
2025-04-29 07:38:45,210 - INFO - ✅ CEP 07417155 atualizado: Pedro Nolasco Coutinho, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:45,550 - INFO - ✅ CEP 07416000 atualizado: P.L. do Brasil, Fontes (IBGE: 350390)
2025-04-29 07:38:45,796 - INFO - ✅ CEP 07404000 atualizado: João Domingos Ribeiro, Gleba D Arujamérica (IBGE: 350390)
2025-04-29 07:38:46,141 - INFO - ✅ CEP 07439060 atualizado: dos Índios, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:38:46,370 - INFO - ✅ CEP 07261040 atualizado: João Pessoa, Parque Jandaia (IBGE: 351880)
2025-04-29 07:38:46,611 - INFO - ✅ CEP 07435235 atualizado: das Tangerinas, Arujá Country Club (IBGE: 350390)
2025-04-29 07:38:46,883 - INFO - ✅ CEP 02326130 atualizado: Monte Negro, Jardim Felicidade (Zona Norte) (IBGE: 355030)
2025-04-29 07:38:47,163 - INFO - ✅ CEP 07411140 atualizado: da Nossa Senhora Penha, Jordanópolis (IBGE: 350390)
2025-04-29 07:38:47,421 - INFO - ✅ CEP 07406385 atualizado: dos Milagres, Vila Arujá (IBGE: 350390)
2025-04-29 07:38:47,695 - INFO - ✅ CEP 07434120 atualizado: Benedito Antonio Ribeiro, Jardim Limoeiro (IBGE: 350390)
2025-04-29 07:38:49,067 - INFO - ✅ CEP 07404750 atualizado para 07404075: Serra do Mar, Mirante do Arujá (IBGE: 350390)
2025-04-29 07:38:49,293 - INFO - ✅ CEP 08584160 atualizado: Petrônio Portela, Jardim Patrícia (IBGE: 352310)
2025-04-29 07:38:49,522 - INFO - ✅ CEP 05093000 atualizado: Fortunato Ferraz, Vila Anastácio (IBGE: 355030)
2025-04-29 07:38:49,776 - INFO - ✅ CEP 07417235 atualizado: Isaura Maria Batista Garcia, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:51,185 - INFO - ✅ CEP 07320400 atualizado para 07432070: Alice, Jardim Emília (IBGE: 350390)
2025-04-29 07:38:51,416 - INFO - ✅ CEP 07400885 atualizado: Armando Tenório de Araújo, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:38:51,659 - INFO - ✅ CEP 07406360 atualizado: Juscelino Kubitschek, Vila Arujá (IBGE: 350390)
2025-04-29 07:38:52,002 - INFO - ✅ CEP 07500000 atualizado: ,  (IBGE: 354680)
2025-04-29 07:38:53,359 - INFO - ✅ CEP 07100830 atualizado para 07400830: João Cirilo da Silva, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:38:53,675 - INFO - ✅ CEP 07439015 atualizado: Amianto, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:38:53,916 - INFO - ✅ CEP 07443015 atualizado: Abatiá, Jardim Josely (IBGE: 350390)
2025-04-29 07:38:54,207 - INFO - ✅ CEP 07432120 atualizado: Marlene Paiva dos Santos, Cdhu Fazenda Albor (IBGE: 350390)
2025-04-29 07:38:54,462 - INFO - ✅ CEP 07435260 atualizado: dos Pereiras, Arujá Country Club (IBGE: 350390)
2025-04-29 07:38:55,859 - INFO - ✅ CEP 27417255 atualizado para 07417255: Maria Helena do Carmo Milanda, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:56,154 - INFO - ✅ CEP 07400970 atualizado: dos Expedicionários 290, Jardim Rincão (IBGE: 350390)
2025-04-29 07:38:56,385 - INFO - ✅ CEP 07429825 atualizado: Marília, Parque Maringá (IBGE: 350390)
2025-04-29 07:38:56,634 - INFO - ✅ CEP 07402205 atualizado: Minas Gerais, Jardim Planalto (IBGE: 350390)
2025-04-29 07:38:56,885 - INFO - ✅ CEP 07400770 atualizado: Pedro Severino Martins, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:38:57,138 - INFO - ✅ CEP 07438015 atualizado: Santo Anastácio, Jardim Via Dutra (IBGE: 350390)
2025-04-29 07:38:57,363 - INFO - ✅ CEP 07402080 atualizado: Atilio Tinucci, Barbosas (IBGE: 350390)
2025-04-29 07:38:57,584 - INFO - ✅ CEP 07401755 atualizado: Benedita Maria Barbosa Souza, Vila Pilar (IBGE: 350390)
2025-04-29 07:38:57,832 - INFO - ✅ CEP 07417385 atualizado: Quitéria Alves Ferreira, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:38:58,089 - INFO - ✅ CEP 07432060 atualizado: Nicolau, Jardim Emília (IBGE: 350390)
2025-04-29 07:38:58,416 - INFO - ✅ CEP 07411210 atualizado: Nossa Senhora de Fátima, Jordanópolis (IBGE: 350390)
2025-04-29 07:38:58,650 - INFO - ✅ CEP 07432085 atualizado: Nick, Jardim Emília (IBGE: 350390)
2025-04-29 07:38:58,886 - INFO - ✅ CEP 07405430 atualizado: Prefeito Julio Barbosa de Souza, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:38:59,143 - INFO - ✅ CEP 07400175 atualizado: Geraldo Barbosa de Almeida, Jardim Vitória (IBGE: 350390)
2025-04-29 07:39:02,718 - INFO - ✅ CEP 07417250 atualizado: Sebastiana Barbosa, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:02,947 - INFO - ✅ CEP 12235580 atualizado: Crato, Parque Industrial (IBGE: 354990)
2025-04-29 07:39:03,210 - INFO - ✅ CEP 07417290 atualizado: Sebastião Martins Guimarães, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:03,450 - INFO - ✅ CEP 07432435 atualizado: Perimetral, Recanto Primavera (IBGE: 350390)
2025-04-29 07:39:03,702 - INFO - ✅ CEP 07417605 atualizado: Antonio Pedroso Barbosa, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:03,978 - INFO - ✅ CEP 07417470 atualizado: José Eduardo da Silva, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:04,206 - INFO - ✅ CEP 07417145 atualizado: Antonio Pedroso de Almeida, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:04,468 - INFO - ✅ CEP 07403020 atualizado: Benedita Maria Augusta, Arujamérica (IBGE: 350390)
2025-04-29 07:39:04,732 - INFO - ✅ CEP 07414170 atualizado: Francisco Beirão, Jardim Nippon Club (IBGE: 350390)
2025-04-29 07:39:04,985 - INFO - ✅ CEP 07400245 atualizado: Doutor Astélio de Toledo Fernandes, Jardim Albino Neves (IBGE: 350390)
2025-04-29 07:39:05,254 - INFO - ✅ CEP 07438550 atualizado: Monza, Jardim Imperial (IBGE: 350390)
2025-04-29 07:39:06,638 - INFO - ✅ CEP 07006030 atualizado para 07403000: Hans Ossamu Suzuki, Arujamérica (IBGE: 350390)
2025-04-29 07:39:06,900 - INFO - ✅ CEP 07404055 atualizado: Serra da Mantiqueira, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:07,245 - INFO - ✅ CEP 07161545 atualizado: José Brumatti, Jardim IV Centenário (IBGE: 351880)
2025-04-29 07:39:07,646 - INFO - ✅ CEP 07414270 atualizado: dos Vados, Fontes (IBGE: 350390)
2025-04-29 07:39:07,895 - INFO - ✅ CEP 07400260 atualizado: Juiz Antonio Meira Neto, Jardim Ângelo (IBGE: 350390)
2025-04-29 07:39:08,143 - INFO - ✅ CEP 07406375 atualizado: Paulistinha, Vila Arujá (IBGE: 350390)
2025-04-29 07:39:08,383 - INFO - ✅ CEP 07417335 atualizado: Raymundo Fernandes, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:08,632 - INFO - ✅ CEP 07436000 atualizado: Sol, Novo Horizonte Hills I E Ii (IBGE: 350390)
2025-04-29 07:39:08,899 - INFO - ✅ CEP 07401365 atualizado: Carlos de Campos, Vila Riman (IBGE: 350390)
2025-04-29 07:39:09,154 - INFO - ✅ CEP 07401745 atualizado: Francisco Muraca, Vila Pilar (IBGE: 350390)
2025-04-29 07:39:10,587 - INFO - ✅ CEP 07461695 atualizado para 07401695: Firmina Maiolino Ribeiro, Vila Pilar (IBGE: 350390)
2025-04-29 07:39:10,980 - INFO - ✅ CEP 07413000 atualizado: Adília Barbosa Neves, Portão (IBGE: 350390)
2025-04-29 07:39:11,241 - INFO - ✅ CEP 07404125 atualizado: Serra das Vertentes, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:11,501 - INFO - ✅ CEP 07432070 atualizado: Alice, Jardim Emília (IBGE: 350390)
2025-04-29 07:39:11,727 - INFO - ✅ CEP 08587300 atualizado: Serra dos Cristais, Jardim Amaral (IBGE: 352310)
2025-04-29 07:39:11,985 - INFO - ✅ CEP 07405410 atualizado: Juriti, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:39:12,253 - INFO - ✅ CEP 07434500 atualizado: dos Eucaliptos, Arujázinho Iv (IBGE: 350390)
2025-04-29 07:39:12,509 - INFO - ✅ CEP 07417245 atualizado: Douglas dos Reis Santos, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:12,824 - INFO - ✅ CEP 07400295 atualizado: Perfeita Liberdade, Jardim Ângelo (IBGE: 350390)
2025-04-29 07:39:13,077 - INFO - ✅ CEP 07400830 atualizado: João Cirilo da Silva, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:39:13,356 - INFO - ✅ CEP 07404035 atualizado: Serra da Cantareira, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:13,624 - INFO - ✅ CEP 07432460 atualizado: das Jaqueiras, Recanto Primavera (IBGE: 350390)
2025-04-29 07:39:13,882 - INFO - ✅ CEP 07402060 atualizado: Onozor Maiolino Marchini, Barbosas (IBGE: 350390)
2025-04-29 07:39:14,126 - INFO - ✅ CEP 07405010 atualizado: Vicente Matheus, Pedreira (IBGE: 350390)
2025-04-29 07:39:14,362 - INFO - ✅ CEP 07403045 atualizado: João de Lima, Arujamérica (IBGE: 350390)
2025-04-29 07:39:14,596 - INFO - ✅ CEP 07411415 atualizado: das Tulipas, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:39:14,839 - INFO - ✅ CEP 08588510 atualizado: Salmorão, Jardim Caiubi (IBGE: 352310)
2025-04-29 07:39:15,088 - INFO - ✅ CEP 07402125 atualizado: Borba Gato, Vila Lima (IBGE: 350390)
2025-04-29 07:39:15,321 - INFO - ✅ CEP 07403025 atualizado: Amaro Franco, Arujamérica (IBGE: 350390)
2025-04-29 07:39:15,607 - INFO - ✅ CEP 07176230 atualizado: Bocaina de Minas, Vila Nova Bonsucesso (IBGE: 351880)
2025-04-29 07:39:15,908 - INFO - ✅ CEP 07131280 atualizado: Santa Rita das Caldas, Jardim Nova Guarulhos (IBGE: 351880)
2025-04-29 07:39:16,225 - INFO - ✅ CEP 07400550 atualizado: Martins Fontes, Centro (IBGE: 350390)
2025-04-29 07:39:16,530 - INFO - ✅ CEP 07404195 atualizado: Serra do Guaraú, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:16,829 - INFO - ✅ CEP 07432590 atualizado: Takeji Shimmyo, Jardim Das Cerejeiras (IBGE: 350390)
2025-04-29 07:39:17,117 - INFO - ✅ CEP 07435455 atualizado: Arujazinho, Arujázinho I, Ii E Iii (IBGE: 350390)
2025-04-29 07:39:17,527 - INFO - ✅ CEP 07400530 atualizado: Antonio Afonso de Lima, Vila Flora Regina (IBGE: 350390)
2025-04-29 07:39:17,815 - INFO - ✅ CEP 07417540 atualizado: Luiz Gonzaga Colangelo Nóbrega, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:19,233 - INFO - ✅ CEP 07440420 atualizado para 07414430: Fatec, Fontes (IBGE: 350390)
2025-04-29 07:39:19,476 - INFO - ✅ CEP 07431310 atualizado: Pérola, Jardim Jóia (IBGE: 350390)
2025-04-29 07:39:20,905 - INFO - ✅ CEP 07402028 atualizado para 07402025: Gentile Pezzoli Santangelo, Jardim Renata (IBGE: 350390)
2025-04-29 07:39:21,151 - INFO - ✅ CEP 07405405 atualizado: Pintassilgo, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:39:21,563 - INFO - ✅ CEP 07411205 atualizado: Nossa Senhora da Pompéia, Jordanópolis (IBGE: 350390)
2025-04-29 07:39:21,793 - INFO - ✅ CEP 07402845 atualizado: Manaus, Jardim Real (IBGE: 350390)
2025-04-29 07:39:22,050 - INFO - ✅ CEP 07417120 atualizado: Doutor Mário Napolitano, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:22,306 - INFO - ✅ CEP 07417225 atualizado: Adomiro Rodrigues dos Passos, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:22,557 - INFO - ✅ CEP 07417395 atualizado: Alice Ramos Barbosa, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:22,796 - INFO - ✅ CEP 07432000 atualizado: Negrão, Jardim Leika (IBGE: 350390)
2025-04-29 07:39:23,043 - INFO - ✅ CEP 07431280 atualizado: Armando Pereira, Jardim Jóia (IBGE: 350390)
2025-04-29 07:39:23,381 - INFO - ✅ CEP 07411190 atualizado: Santa Cecília, Jordanópolis (IBGE: 350390)
2025-04-29 07:39:23,654 - INFO - ✅ CEP 07402175 atualizado: Pernambuco, Jardim Planalto (IBGE: 350390)
2025-04-29 07:39:23,917 - INFO - ✅ CEP 07431315 atualizado: Diamante, Jardim Jóia (IBGE: 350390)
2025-04-29 07:39:24,169 - INFO - ✅ CEP 07428160 atualizado: Apatita, Arujá 5 (IBGE: 350390)
2025-04-29 07:39:24,399 - INFO - ✅ CEP 08587800 atualizado: Demerval Lobão, Parque Residencial Scaffid Ii (IBGE: 352310)
2025-04-29 07:39:24,637 - INFO - ✅ CEP 08588020 atualizado: das Amoreiras, Jardim Mossapyra (IBGE: 352310)
2025-04-29 07:39:24,873 - INFO - ✅ CEP 07438010 atualizado: Ribeirão dos Índios, Jardim Via Dutra (IBGE: 350390)
2025-04-29 07:39:25,220 - INFO - ✅ CEP 07424000 atualizado: dos Correas, Canjicas (IBGE: 350390)
2025-04-29 07:39:25,540 - INFO - ✅ CEP 07417460 atualizado: Jorge Cruz, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:25,966 - INFO - ✅ CEP 07422000 atualizado: P.L. do Brasil, Jaguari (IBGE: 350390)
2025-04-29 07:39:26,264 - INFO - ✅ CEP 07402075 atualizado: João da Silva Ferraz, Barbosas (IBGE: 350390)
2025-04-29 07:39:26,644 - INFO - ✅ CEP 07176000 atualizado: Tamotsu Iwasse, Vila Nova Bonsucesso (IBGE: 351880)
2025-04-29 07:39:26,889 - INFO - ✅ CEP 07402315 atualizado: Sebastião Demétrio Rodrigues, Chácara São José (IBGE: 350390)
2025-04-29 07:39:27,169 - INFO - ✅ CEP 07417440 atualizado: Benedito de Maggio, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:28,549 - INFO - ✅ CEP 56374628 atualizado para 07404040: Serra do Itapeti, Mirante do Arujá (IBGE: 350390)
2025-04-29 07:39:28,936 - INFO - ✅ CEP 07417565 atualizado: José Barbosa de Souza, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:30,441 - INFO - ✅ CEP 07417190 atualizado: Julio Felipe da Silva, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:30,706 - INFO - ✅ CEP 07432575 atualizado: Tomi Saburo Yamamoto, Jardim Das Cerejeiras (IBGE: 350390)
2025-04-29 07:39:30,932 - INFO - ✅ CEP 07406380 atualizado: Tangará, Vila Arujá (IBGE: 350390)
2025-04-29 07:39:31,162 - INFO - ✅ CEP 07400385 atualizado: Buenos Aires, Jardim Rincão (IBGE: 350390)
2025-04-29 07:39:31,400 - INFO - ✅ CEP 07417510 atualizado: José Maria Leandro da Silva, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:31,634 - INFO - ✅ CEP 07402170 atualizado: Bahia, Jardim Planalto (IBGE: 350390)
2025-04-29 07:39:33,063 - INFO - ✅ CEP 04717245 atualizado para 07417245: Douglas dos Reis Santos, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:33,278 - INFO - ✅ CEP 07744020 atualizado: Joaquim Cerca, Laranjeiras (IBGE: 350900)
2025-04-29 07:39:33,631 - INFO - ✅ CEP 07415000 atualizado: P.L. do Brasil, Fontes (IBGE: 350390)
2025-04-29 07:39:33,818 - INFO - ✅ CEP 07417260 atualizado: Serafim Antonio Domingos, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:34,027 - INFO - ✅ CEP 07402805 atualizado: Real, Jardim Real (IBGE: 350390)
2025-04-29 07:39:34,244 - INFO - ✅ CEP 07417100 atualizado: Alice Sanches Ribeiro, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:35,564 - INFO - ✅ CEP 20040369 atualizado para 07417250: Sebastiana Barbosa, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:35,753 - INFO - ✅ CEP 07417425 atualizado: Nelson Mastropasqua, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:35,941 - INFO - ✅ CEP 07403030 atualizado: Glória Maria Nasser, Arujamérica (IBGE: 350390)
2025-04-29 07:39:36,130 - INFO - ✅ CEP 07402040 atualizado: Zeferino Barbosa de Souza, Barbosas (IBGE: 350390)
2025-04-29 07:39:36,338 - INFO - ✅ CEP 07402310 atualizado: Virgílio Antonio dos Ouros, Chácara São José (IBGE: 350390)
2025-04-29 07:39:37,665 - INFO - ✅ CEP 07001600 atualizado para 07417160: Milton Ferreira Franco, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:37,843 - INFO - ✅ CEP 07400655 atualizado: Fausto Morais R. Fonseca, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:39:38,025 - INFO - ✅ CEP 07405400 atualizado: Tuím, Jardim Pinheiro (IBGE: 350390)
2025-04-29 07:39:38,216 - INFO - ✅ CEP 07431295 atualizado: Safira, Jardim Jóia (IBGE: 350390)
2025-04-29 07:39:38,421 - INFO - ✅ CEP 07435195 atualizado: dos Manacás, Arujá Country Club (IBGE: 350390)
2025-04-29 07:39:38,676 - INFO - ✅ CEP 07432445 atualizado: das Pitangueiras, Recanto Primavera (IBGE: 350390)
2025-04-29 07:39:38,899 - INFO - ✅ CEP 07438630 atualizado: Benedita Maria do Espírito Santo, Cachoeira (IBGE: 350390)
